mid,msg_cnt,msg_unique,avg_msg_len,is_paying_user,level,is_default_face,is_nft_face,is_annual_vip,is_senior,has_nameplate,has_pendant,has_medal,has_sign,is_default_name,pub_videos,fans,Group
99775471,2,1.0,40.0,0,6.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,80.0,ioo
513972058,1,1.0,8.0,0,5.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,8.0,37.0,ioo
3546832200272523,22,0.7727272727272727,14.954545454545455,0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,27.0,ioo
3546594817345621,1,1.0,5.0,0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,7.0,17.0,ioo
21167269,1,1.0,2.0,0,6.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,32.0,238.0,ioo
352970,10,1.0,8.8,0,6.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,3.0,38.0,ioo
6090472,0,1.0,0.0,1,6.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,ioo
256157516,1,1.0,4.0,0,6.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,3.0,14.0,ioo
527886429,22,1.0,8.545454545454545,0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,6.0,3.0,ioo
700041768,3,1.0,4.333333333333333,0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,ioo
455369789,9,1.0,6.555555555555555,0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,60.0,ioo
1014146872,1,1.0,4.0,0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,ioo
515800896,2,1.0,5.0,0,5.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,42.0,ioo
436366492,3,1.0,3.3333333333333335,0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,40.0,ioo
3546702854228557,1,1.0,5.0,0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,ioo
80849636,1,1.0,6.0,0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,22.0,ioo
