mid,msg_cnt,msg_unique,avg_msg_len,is_paying_user,level,is_default_face,is_nft_face,is_annual_vip,is_senior,has_nameplate,has_pendant,has_medal,has_sign,is_default_name,pub_videos,fans,Group
452138825,403,0.6327543424317618,30.76923076923077,1,5.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,46.0,zy
250172814,4,1.0,14.75,0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,zy
439725156,4,1.0,3.25,0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,14.0,zy
345058428,11,1.0,11.909090909090908,0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,1666.0,zy
328292224,229,0.8777292576419214,8.362445414847162,1,6.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,31.0,267.0,zy
84472068,27,0.9629629629629629,7.222222222222222,0,6.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,21.0,257.0,zy
16151441,2,1.0,5.0,0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,zy
487486632,16,1.0,8.5,1,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,106.0,zy
52976689,27,0.9259259259259259,7.703703703703703,1,6.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,85.0,285.0,zy
3546814003284057,1,1.0,13.0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,zy
107861743,2,1.0,76.0,0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,23.0,zy
403512926,1,1.0,5.0,0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,17.0,228.0,zy
520935505,1,1.0,3.0,0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,44.0,239.0,zy
